taxpayer_id,annual_income,declared_expenses,tax_paid,num_dependents,business_transactions,late_payments,audit_score,property_count,vehicle_count,foreign_transfer,digit_transactions_ratio,cash_transactions_ratio,year_register,compliance_score,crypto_transaction,offshore_account,suspicious_invoices,monthly_turnover,tax_refund_requests
1.080000564,0.215037708,-0.433865851,-1.433103958,0.151725792,-0.455129586,1.635282303,-0.035669897,1.253410279,0.185554674,-1.00451507,0.374498545,0.460026999,-0.422668457,0.257198787,-0.775277145,0.829291617,0.446842747,-1.098367195,-0.477484967
0.002153926,1.934332223,1.127668596,0.435512555,-0.841486516,-1.347219682,-1.185133628,1.363887455,0.009745031,0.74515776,-1.375410746,1.152103735,0.789114158,-1.712542474,-1.464367838,-1.720023006,-0.075718513,0.828780507,0.410279971,0.997292428
-1.165049173,-1.156192986,1.217478494,-0.231062995,-1.070870447,0.360545248,-0.827176164,0.525380462,-1.316384785,1.622469824,0.428731888,-1.394799734,-1.393131743,0.47778412,-0.069560966,0.731411567,1.655092956,-0.795750349,-0.365955453,-0.203069387
-0.276856096,1.833301006,0.859024304,1.041054374,-0.825977756,-1.657580544,-1.129849092,1.427906215,0.130902921,0.715704571,-1.191771475,1.091370975,0.579371056,-1.947185492,-1.680103694,-1.447755236,-0.299558013,0.988054945,0.695125357,0.494406072
1.426559269,0.391086746,-0.727417096,-1.355376566,0.966081633,-0.937974126,1.396821488,-0.369878065,1.140556998,-0.269693972,-0.968288175,0.349815054,0.473118919,-0.452737816,0.118918134,-0.93897625,0.639993595,0.100924229,-1.404606631,-2.026885115
-0.197977373,-1.268345253,-0.643169305,-0.48214349,2.086617012,1.65171376,-0.491722501,-2.007881552,-0.005119298,-1.387091412,0.141904844,-1.364311556,-1.25454594,0.765304152,0.915332706,0.756422568,-0.223241615,-1.314073751,1.885833027,0.707801443
0.981510974,0.69796999,-0.537365988,-1.321594867,-0.162181562,-1.243829257,1.689562357,0.376918662,1.529049193,-0.018743329,-0.751053712,0.131332174,0.522329071,-0.40649213,0.380535252,-0.558927567,0.08169835,0.028853827,-0.782429098,-0.927051486
1.105953901,0.244840684,-0.161156991,-1.574452244,1.102855877,-0.761832484,1.861661598,-0.52427449,1.39773648,-0.293856077,-0.565385091,0.729887636,0.805422838,-0.806950991,0.524814916,-0.18769382,0.649772451,0.435974595,-1.238209901,-1.258350484
-0.916686583,-0.349349541,1.85840667,-0.351785026,-0.558312043,0.339154255,-0.50946692,0.758013455,-1.7265778,1.323198382,1.007933331,-0.774641095,-1.497946651,0.051992751,0.163941839,0.532947273,1.587037181,-1.243987535,0.22333158,-1.065719409
-0.456061405,1.544540113,0.62889133,0.673660897,-1.580391894,-1.752985935,-1.304715787,1.510987845,0.116669959,0.839784806,-1.337178869,0.880656888,0.612663334,-1.412429691,-1.650094884,-1.767794072,-0.36418449,1.421964607,0.709667064,0.844722693
0.467427168,-1.829679408,-0.577490977,-0.566848263,0.889011747,1.28417522,-0.031740187,-0.950299854,0.180359341,-1.413871499,0.104157015,-0.694988781,-1.253509691,1.411048349,1.20606788,0.655051645,0.012005122,-0.187556002,1.432462558,1.009515102
-1.495690401,-0.208725942,-1.002654233,1.702078326,-0.384961466,0.821142628,0.045539753,-1.013497331,0.093135046,-0.878986939,1.125991438,0.713312954,0.951001622,0.841812298,0.10935129,0.832115065,-1.548839341,-0.827162755,-1.101501629,0.105908255
-0.502990423,-0.858257409,1.011429661,0.359689776,-1.048080546,0.248955203,-0.471508874,1.210889245,-1.732030078,1.346255054,0.92273587,-0.953194082,-1.326453286,-0.212461374,0.173561603,-0.095248325,1.210009172,-0.92692667,0.360301243,0.350782479
-0.545321963,-1.561304968,1.942744706,-0.729106645,1.184220454,0.222666456,-0.335527961,0.606357796,-1.757279135,1.633039461,0.960537269,-0.929626616,-1.358313329,0.252391332,-0.488210515,0.525696301,1.921834995,0.091856774,0.380064551,-1.37179344
-0.402855529,1.774169637,0.657852739,0.64073789,-1.545801604,-0.948746577,-0.437575106,0.870502993,0.1274898,0.782011234,-1.330788386,1.250994875,0.722065518,-2.074324329,-1.643401337,-1.78767725,-0.486814356,1.688019966,0.243817534,0.535028992
-0.774701809,1.502847219,1.20355682,0.575908136,-1.462997598,-1.477310254,-1.06289788,2.098588596,0.178108146,0.762729052,-1.084800809,1.24566466,0.700183031,-1.716199924,-1.689994959,-1.568708702,-0.202757378,1.370940375,0.626075556,0.190971594
0.556830964,-0.744449432,0.228662151,-0.249532744,2.093910865,1.293991243,-0.150846258,-1.105481392,0.210920958,-1.102552387,0.157568237,-1.239452045,-1.1011375,1.113030839,0.862509077,0.656161787,0.328010817,-0.217249453,2.0024673,1.335490596
1.07969655,0.336896277,-0.553418797,-1.741781221,0.074012627,-0.728330587,2.208264762,0.154641194,1.540592792,0.061551355,-0.966240359,0.10731448,0.575685558,-0.231112,0.793692202,-0.164273841,0.906233778,0.471596633,-1.217255722,-0.706725032
1.101318215,0.559122951,-0.193581824,-1.31452499,0.777915474,-0.744923861,1.955480534,0.283921125,1.072048021,0.107615859,-1.016923211,0.38761382,0.548353748,-0.269177563,0.506722481,-0.472425215,0.449541691,0.220924079,-1.069782058,-0.897198993
-0.217298026,-0.991589013,1.39097822,-0.016825699,-0.077900514,0.370367783,0.095151947,1.152936689,-1.620100793,1.031034293,0.930230658,-0.973411011,-0.895277311,0.411223846,-0.558615717,-0.262110893,1.832355032,-1.210062918,0.38337019,-0.851200423
-0.270236008,1.357746762,0.866300751,0.685220446,-1.108825875,-1.809731416,-0.670214128,0.896888888,0.682790279,0.763099889,-1.333415917,1.416685944,0.820202367,-1.50196807,-1.511857143,-1.88579059,-0.526998054,1.725020544,0.406900827,0.174076583
1.51013369,0.229205791,-0.314049416,-1.624062184,1.07966768,0.002187291,2.105179102,0.140161324,1.288137715,0.034794528,-1.363167559,0.384822772,0.387138862,-0.413412891,0.433042955,0.048251681,0.872082259,0.882614959,-1.09458888,-0.175923627
-0.987277535,0.170081525,-1.501190731,1.48697312,-0.040275423,0.825138039,0.020541845,-1.149481322,0.571338386,-0.863429612,1.170501238,0.618899176,0.964691872,0.830800622,0.13596323,1.005383706,-1.547672366,-0.32994267,-1.119196466,0.992552888
1.629141809,0.109964714,-0.576764852,-1.243457344,0.086133727,-0.787009608,1.741241463,0.605712729,1.394147103,0.461620966,-0.752317063,0.78741689,0.33833335,-0.327807331,0.33252217,-0.849352335,0.922480762,0.755573867,-1.377834282,-1.079099423
-1.474852635,-0.043162302,-1.4060991,1.442343793,-0.244464421,0.690007998,-0.216354266,-1.08144081,-0.162033728,-0.744161051,1.184004791,0.815154954,1.250577854,0.929271504,-0.377570441,1.367454811,-0.952124367,-0.3088758,-0.676894231,0.190709325
-0.128144537,-0.966825494,2.224336512,-0.498076127,-0.475712714,-0.203279674,-0.085083274,0.614825308,-1.949557956,1.694521197,0.308296188,-0.876208296,-0.763333258,0.768761232,0.467719354,0.721666148,2.30609619,-0.254021021,0.357377656,-0.256920085
-1.293006725,-0.142935551,-1.368364745,1.640049515,-0.078294752,0.73427569,0.038972777,-0.984396611,-0.112241932,-0.875748483,0.77967906,0.622986911,0.954708881,0.727919526,-0.197403294,1.094800945,-1.765325216,-0.285311641,-1.3057307,-0.002479255
0.459814304,-0.851006661,0.31893358,-0.138986904,1.530023128,1.423649371,-0.559497505,0.289763489,0.232844901,-1.261481207,0.079516986,-0.864914802,-0.959495854,0.855764736,1.33524109,0.215413701,-0.296858877,-0.582167468,2.062835609,0.802782122
-0.480386046,-0.875109975,1.763451327,-0.104188359,0.594600034,0.856185934,-0.378453893,1.57855615,-2.326665515,1.39323236,0.671605379,-0.571406655,-0.969565925,0.178271594,0.34363847,0.323267684,1.681786929,-1.696908855,0.258697518,-1.028846654
-1.273933597,-0.245205563,-1.012508793,1.300453569,-0.422376451,0.622236924,0.598350668,-1.236861872,0.358136953,-0.716439546,1.300857635,0.388860871,1.077567915,0.579138714,0.00135247,0.867561028,-1.174985961,-0.416926779,-1.220232425,0.759476423
-0.267614391,1.429527567,0.726988839,0.568318526,-0.727471569,-1.6055018,-0.635138363,1.011499668,0.320044278,0.734985312,-1.208913368,1.297433812,0.758042425,-1.774602223,-1.623138672,-1.772433602,-0.469310146,0.835301337,0.347968501,0.157488832
-0.370686818,1.645715004,0.949210053,0.589648011,-0.457433923,-1.53008346,-0.881347092,1.026239468,0.147171285,0.527858727,-1.230659626,1.047101673,0.95493036,-1.852711077,-1.739013082,-1.630724595,-0.109265732,1.292058038,0.728383348,-0.259624267
0.445662313,-0.829533207,0.982302004,-0.620263855,-0.027623921,0.602454717,-1.126911555,1.884502745,-1.493288514,1.58913674,0.666621694,-1.066914463,-1.269179143,0.875607733,0.187058268,0.628804189,1.311653909,-0.74515019,-0.108605093,-0.084482187
-0.736751283,1.666753518,0.978585064,0.638208443,-1.914851495,-1.649229134,-0.984357542,1.306159478,0.085138208,0.738782345,-1.425686011,1.203157523,0.777992813,-1.653922941,-1.464714182,-1.892395127,-0.854522226,1.700137135,0.641154357,0.01494649
2.034767514,0.232112614,-0.359510134,-0.973421059,0.733769719,-0.792368959,1.717446223,-0.286957768,1.621534348,-0.095150357,-0.982826496,0.345358873,0.738714756,-0.403189939,0.219384832,-0.762396839,-0.103823065,0.381797167,-0.794441357,-0.295757095
-1.108882874,-1.232755923,0.817250123,-0.213208186,0.014725896,0.272870901,-0.580957378,-0.230152668,-1.525734866,2.052975463,0.830116935,-1.220822371,-1.596884466,0.130661778,0.407710543,0.807396487,1.769171677,-0.501494343,0.507148321,-0.462231725
1.977199827,0.267162264,-0.311637896,-0.970182492,1.050957385,-0.894595543,2.077437856,1.091679891,1.267910166,-0.146567632,-0.948756739,0.516377697,0.547223457,-0.304917454,0.098729149,-0.62298537,0.801969938,0.088938167,-0.781419531,-1.924771185
0.173620644,-1.482940481,-0.595629104,-0.490500117,1.095299031,0.673521939,-0.050951495,-0.465995072,-0.370637794,-0.99591022,0.055902313,-1.04134592,-1.141416161,0.876680166,1.181416145,1.098099945,-0.879325511,-0.374640506,1.878038905,1.616131647
-0.149275797,-0.969906716,0.961156074,-0.149955946,0.75950468,0.628508025,-0.955020106,0.548919977,-1.601504404,1.168090432,1.145499142,-1.865727429,-1.451534136,0.257469088,-0.948389413,-0.213410922,1.682580038,-0.934217145,0.802742845,0.082917471
1.317622502,0.426890732,-0.152168145,-1.437183095,1.141142838,-0.438022718,1.943056553,-0.245600827,1.509976357,-0.136094845,-0.935601131,0.17798317,0.75109929,-0.352595232,0.90083935,0.180717064,0.729985209,0.918424281,-1.332808845,-0.403273627
-1.16727813,-0.193108338,-1.056720382,1.395865024,-0.203613338,0.702498272,0.042024222,-0.569501399,-0.192180293,-0.935743667,1.191456916,0.536293209,1.400685009,0.914040495,-0.262490212,0.935346245,-1.683468256,-0.563718489,-1.024733404,1.144601588
1.618636626,0.608029006,-0.539926398,-1.161121625,-0.399564881,-1.232020492,1.702959743,0.294627565,1.473079511,0.061863251,-1.099482108,0.294066264,0.600499035,-0.595865993,0.313477016,-0.463782997,0.19030534,0.489053575,-0.924242694,-0.823592703
0.047931179,-0.768533674,-0.371165671,-0.439400894,0.383478222,0.829632992,0.142960775,-0.945294739,0.01017732,-1.141627528,0.107099025,-0.735138281,-0.880507865,0.808292289,1.015120632,-0.273615486,-0.824062051,-1.403623492,1.449084881,1.018736221
-1.264294536,0.268523633,-1.279718699,1.663254631,-0.041756797,0.521468268,-0.172122662,-0.913856564,-0.298303033,-0.592193869,1.259571057,0.832157017,0.919348614,0.776176633,-0.069455569,1.05858872,-1.208028537,-0.195287618,-1.164761284,0.022587551
-1.437177652,0.139700957,-1.086652845,1.783669196,-0.712120051,0.375642942,0.108877093,-0.676281203,0.023919357,-1.188871283,1.139284007,0.73385828,1.076162488,0.927248316,-0.142350334,1.113681151,-1.188275117,-0.172936316,-0.923709344,0.509713393
0.396087251,-2.253461536,-0.700692598,-0.624462832,1.71971343,0.856321286,-0.41042213,-0.109619583,0.55926771,-0.960136552,0.167446598,-0.992733684,-1.103714726,0.905199664,1.286144089,0.380896887,0.094789023,-0.920102453,1.62072808,2.072524573
1.233534411,0.92025202,0.166160454,-1.414419168,0.1833692,-0.899931934,2.091030909,0.377962361,0.695170956,0.094027762,-1.192583516,0.889874581,0.656231386,-0.58854652,0.393833931,-0.591327806,0.621448951,1.223868214,-1.425826531,-0.056365286
-1.14762127,-0.000272952,-1.444995339,1.864069154,-0.479107097,0.1539925,0.057547714,-1.164965311,0.116030886,-0.883859502,1.271045937,0.75512035,0.890428946,0.684610481,-0.217579077,1.196982546,-1.428043713,-0.445839074,-0.992227857,0.282031067
-0.011426691,1.374007149,0.72547584,0.656842323,-0.80684399,-1.674016758,-0.856040213,0.725457018,0.42299673,0.760414248,-1.178482968,1.348472984,0.964046106,-1.782098996,-1.84853224,-1.534190841,0.080038706,1.113854547,0.36135226,0.577328532
-1.031432213,0.155641304,-1.135309917,1.425094351,-0.556085798,0.596709607,0.512280138,-0.963519773,0.031489676,-0.957122816,1.366693979,0.516275698,1.078711823,0.451415757,-0.483285198,1.070492097,-1.611905137,0.135380613,-1.323888691,0.124018797
1.530589336,0.474667809,-0.31146905,-1.223943527,-0.039493801,-0.504806286,1.398749333,-0.253221548,1.391119017,-0.274046099,-1.253019579,0.481373976,0.29196341,-0.679894418,0.620770524,-0.499563472,0.893415486,0.41219545,-1.013821555,-0.740784679
-0.028645696,1.681980389,1.114912465,0.382757089,-0.877920023,-1.480984575,-1.013127288,1.199034801,-0.019023311,0.505147839,-1.213572657,1.296904151,0.615961161,-1.500615485,-1.557806427,-1.758713264,-0.775831606,1.42191589,0.404838339,0.34737143
1.882375069,0.263773474,-0.228760157,-1.393407311,0.656228578,-0.830917977,1.92337248,0.351878644,1.13341376,0.021718738,-1.355236409,0.675515565,0.948188062,-0.641889785,0.456904348,-0.350546309,0.55445088,0.942177842,-1.112636848,-1.137293762
0.603594415,-1.339970982,-0.846060905,0.235146029,0.66169409,1.506000653,0.153750868,-1.217501569,0.449695684,-0.995657959,0.742396938,-1.328072882,-1.388751155,0.776491387,1.177998826,0.701568746,-0.536098989,-1.66380253,1.553937282,2.356930694
1.285062167,0.891237183,-0.287167258,-1.549714851,0.844703257,-0.639896863,1.619880511,-0.275323186,0.981593493,-0.187548871,-1.039531439,0.330802834,0.56534524,-0.342737417,0.7650167,-0.078169945,0.501082201,1.132394055,-0.87465236,-0.768141574
0.079452559,-0.755426954,1.181800959,-0.528667996,0.006991945,0.630585561,-0.133422072,1.118155752,-1.452838883,1.837514512,0.631027663,-1.465220453,-0.926591633,0.15275586,-0.058224048,-0.364411862,1.853482275,-1.800775627,-0.175913118,-0.322263953
1.924346327,-0.068429416,-0.177036394,-1.791181654,0.80903383,-0.848327481,1.556486329,0.253859866,1.315124865,-0.282334472,-1.236753352,0.321457578,0.376686066,-0.740290026,0.457091639,-0.844000989,0.66001164,1.376946848,-1.184139508,-1.212529966
-1.432947877,0.039828586,-0.982075534,1.670352143,0.005685864,0.809438804,-0.16696343,-0.900148814,0.228464269,-0.944771476,1.317527954,0.963814717,1.114116913,0.953551462,-0.145667694,1.254661718,-1.351324249,-0.184006425,-0.788223968,0.525123703
-0.170925422,1.685002169,0.583246054,0.530496265,-1.361657644,-1.76262741,-0.955654595,1.118194497,0.649990097,0.67112318,-1.441403128,1.050239378,0.916985392,-1.320154535,-1.990249054,-2.031902346,-0.029810422,1.550980974,0.237755356,0.361424628
2.032082032,0.534506379,-0.389598077,-1.12870619,-0.940441847,-0.663437785,2.119784304,-0.528505957,0.865274016,-0.064157851,-1.049609684,0.10873585,0.98104574,-0.527586491,0.011408767,-0.57477346,0.812779982,1.013574913,-0.934144779,-1.498340366
0.488492732,-0.771685089,-0.839094913,-1.332169366,1.416628195,1.267975838,-0.942350835,-1.336579829,1.091033256,-1.290105264,0.447980203,-1.419320572,-1.527322496,0.879418453,1.056764784,0.690480152,-0.408851874,-0.760256411,1.366935774,0.577412199
0.653093421,-1.364713883,-0.408630792,-0.21071425,1.363239712,1.246690436,-0.438848272,-0.304395269,0.316690199,-1.113736768,0.005203826,-1.314303774,-0.930509227,1.005767958,1.348533597,1.202217047,-0.064317719,-0.748934519,1.385487049,-0.415845692
0.535629317,-0.90484466,-0.286641608,-0.20870333,0.998494227,1.126478004,-0.032512179,-0.558663294,0.157371296,-0.827976379,0.278966741,-1.38879097,-1.261810582,0.604449851,1.082615462,1.034108338,-0.668700629,-0.637344795,1.159462512,1.177525493
-1.250227924,-0.146244891,-1.435450138,1.465538496,-0.202632859,0.550079452,-0.070186155,-1.288417731,0.125742882,-0.72059396,1.127199814,0.837025545,0.964912043,0.969195903,-0.201159252,0.673808392,-1.105823406,-0.145937096,-0.935019599,0.199037757
0.389508917,-1.433620727,-1.007436932,0.319426622,2.030138449,0.997909546,-0.262700797,-0.704288191,0.579762743,-1.41773889,0.568001315,-1.343113608,-1.363094887,1.099245645,1.578234307,1.597982129,-0.883765025,-0.556096541,1.331521734,1.706595971
-0.125728738,1.295009304,1.09733715,0.802445647,-0.877650386,-1.167439016,-0.377335466,1.728699022,0.255075436,0.754006471,-1.189062649,1.206184146,0.627533181,-1.314582141,-1.878415473,-1.291953336,-0.244918558,0.932102617,0.603898853,-0.652851256
1.153030115,0.191467175,0.011493242,-1.266082777,-0.56621832,-0.833521832,1.546793825,-0.148970375,1.309686162,0.438964465,-1.381818616,0.419016177,0.525824482,-0.210087846,0.590200479,-0.421640894,0.539936356,0.414305662,-0.672891749,-0.421710432
0.994144277,-1.356071489,-0.609156082,-0.656869098,0.856956192,1.597853781,0.199166494,-0.380790132,-0.397003692,-0.893450875,-0.254645547,-0.90375094,-1.207296717,1.066296308,0.748080882,1.104526714,-0.928073161,-1.056504367,1.192156694,0.300467921
1.207830641,-1.245153461,-1.179912488,-0.193722059,1.95025201,0.564548631,-0.13760007,-0.720156707,0.15959413,-1.377295466,0.528586302,-1.207351733,-1.450027451,0.28922991,1.521556624,0.7768143,-0.390294367,-1.027640582,1.236464162,0.506434878
-0.269785252,1.446897557,0.362845077,0.553597978,-0.892874569,-1.417359607,-0.625585187,0.725448611,0.37308994,0.874197622,-1.60981768,1.269588201,0.678512013,-1.676961882,-1.585758644,-1.767669861,-0.570462315,1.293484562,0.291336426,-0.202427807
-0.032222727,-0.745333194,0.973529682,-0.462711824,-0.167084276,0.57595111,-0.949853797,0.666559633,-1.764132669,1.628608429,0.437769634,-1.515940304,-1.009169206,-0.087721719,0.714911087,0.248437541,0.685704181,-1.266570632,0.34541509,-1.426116205
1.364920574,0.549679483,-0.77443059,-1.633057959,0.218832788,-0.661487152,1.860227078,0.127417468,1.329358786,0.011565767,-0.956502649,0.601414727,0.211317035,-0.018099473,-0.178018206,-0.768355306,0.360586211,1.114595221,-1.934840117,-1.025641861
-1.332332641,-0.033642555,-1.330091886,1.739852605,-0.137586851,0.62425477,0.407696832,-0.923071797,0.085971832,-0.760999217,1.200086061,0.707575442,0.902752167,0.660073874,-0.298637041,0.76998866,-1.35501347,-0.388066001,-0.962563595,0.391476993
-0.051780279,-1.050449097,-0.687426107,-0.308146325,-0.289869337,1.639806713,-0.026071239,-1.666704357,-0.363806776,-0.805609337,0.068694249,-1.408274068,-1.609007946,0.867316179,1.149655654,0.95690886,-0.929857469,-1.534033998,1.501601051,1.741999961
0.43009095,-0.727357906,0.8504034,-0.096346142,-0.51150009,0.178209775,-0.800824065,0.289422819,-1.433869303,1.303012145,0.325684367,-0.909991751,-1.585058843,0.001745713,0.688027366,-0.138485756,0.457923555,-0.474236275,0.102581528,-1.126535719
-0.46573442,-0.501164198,1.848054848,-1.30759285,-0.033566623,-0.576133386,0.420456707,0.380885989,-1.464031176,1.385684848,0.555543113,-1.293435091,-0.801404086,0.86415815,0.893179892,0.351781955,1.587174486,-1.140054643,0.067846109,-1.747342096
-0.415290824,-1.017216756,1.365584031,-0.274101681,0.38103674,0.915045745,-0.742071994,1.274264209,-0.820323483,1.868006519,1.00418696,-1.169252283,-1.203263087,-0.062968136,0.560735937,0.386930921,1.532541638,-0.334613763,-0.247283647,0.268422222
-0.279798619,-0.877995817,0.974984105,-0.774170396,-1.036914261,0.362441173,-0.780147507,-0.926672261,-1.458125395,1.376749956,1.038692682,-0.912198973,-1.674978764,-0.450858589,-0.097510196,0.184479427,1.797412088,-0.709732283,0.735222842,-1.885016601
-0.300845008,-0.543279281,0.881212005,0.156445595,1.200351761,-0.130266627,-0.497341088,1.210186235,-1.923818391,1.583543837,0.789939858,-1.703553671,-1.101254628,0.03896495,0.591322743,0.070117338,1.503116296,-0.105447642,0.362504469,-1.687116872
-0.5558136,1.607800543,0.813174762,0.500154018,0.037743497,-1.754195769,-1.312821925,1.515501372,0.026110797,0.586552618,-1.347133088,1.194555608,1.033530432,-1.485384413,-1.467005723,-1.87075519,-0.668323263,0.412067387,0.284021729,0.536425237
-1.487514271,0.067525655,-1.166450768,1.394194612,-0.571776011,0.812541695,0.031695122,-0.848567168,0.147608528,-0.633779859,1.094888216,0.452271,0.952036309,0.521629674,-0.02619143,0.837713465,-0.804539463,-0.148517879,-0.959988916,0.620606055
1.058133871,-0.056887821,-0.238918982,-1.28896598,-0.669804049,-0.8869867,1.690294785,-0.484203784,1.442345322,-0.293861639,-1.015910577,0.196545887,0.336570827,-0.187194565,0.367829397,-0.292837737,0.064407723,0.529183514,-0.859280222,0.123569704
0.413658081,-1.507750831,-0.485251669,-0.789255118,1.2790511,1.618234995,-0.789652104,-1.787505933,0.673012286,-1.349250039,0.587763857,-1.254998065,-1.16252119,1.063195038,0.793151647,0.6459495,-0.553344033,-1.360291831,1.574116349,1.081297528
-1.464115976,-0.458130119,1.613309946,-0.517357092,1.026965931,0.132411418,-0.691914709,1.009813506,-0.351311604,1.836773453,0.96004687,-1.334888446,-1.206067209,0.152003984,0.512515036,0.398050106,1.042646902,-0.806705828,-0.166880947,-0.872030347
-1.030444862,-0.126250129,-1.560944807,1.115328065,-0.536911875,0.519245612,0.19546286,-0.854520327,-0.228898608,-0.816056029,1.201930303,0.375646382,0.921000492,0.546171522,0.141777136,1.089659791,-1.086370293,-0.786677184,-0.859702364,0.970162953
